id_situation_eco,id_etudiant,mode_vie,a_emploi_remunere,heures_emploi_semaine,type_emploi,beneficie_bourse,montant_bourse_mensuel_fcfa,source_financement_principale,difficultes_financieres_recurrentes,depenses_mensuelles_fcfa
1802,1802,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,1,25690
1803,1803,Location seul,0,0,Aucun,0,0,Parents uniquement,0,101195
1804,1804,Cité universitaire,0,0,Aucun,1,45224,Parents uniquement,0,100706
1805,1805,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,23182
1806,1806,Location seul,0,0,Aucun,0,0,Bourse + parents,0,68634
1807,1807,Location colocation,1,10,Emploi formel,0,0,Autonome,0,85884
1808,1808,Location seul,0,0,Aucun,1,56459,Bourse uniquement,0,73241
1809,1809,Location colocation,0,0,Aucun,1,68527,Emploi rémunéré,1,23002
1810,1810,Chez les parents,0,0,Aucun,1,54907,Bourse + parents,0,29357
1811,1811,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,62235
1812,1812,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,147173
1813,1813,Cité universitaire,0,0,Aucun,1,71677,Bourse + parents,0,62054
1814,1814,Location colocation,0,0,Aucun,0,0,Autonome,0,96829
1815,1815,Cité universitaire,1,10,Commerce informel,0,0,Parents + emploi,1,50401
1816,1816,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,62086
1817,1817,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,94156
1818,1818,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,61397
1819,1819,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,73755
1820,1820,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,155354
1821,1821,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,30191
1822,1822,Chez les parents,0,0,Aucun,1,30764,Parents + emploi,0,142338
1823,1823,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,160206
1824,1824,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,59428
1825,1825,Location colocation,1,5,Petits boulots,0,0,Autonome,1,29640
1826,1826,Chez un proche,1,15,Petits boulots,0,0,Bourse uniquement,1,31669
1827,1827,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,96263
1828,1828,Location seul,0,0,Aucun,0,0,Bourse + parents,0,58051
1829,1829,Location seul,0,0,Aucun,1,69731,Parents uniquement,0,62756
1830,1830,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,95705
1831,1831,Location colocation,1,5,Emploi formel,0,0,Parents + emploi,1,62420
1832,1832,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,35682
1833,1833,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,49899
1834,1834,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,83313
1835,1835,Cité universitaire,0,0,Aucun,0,0,Autonome,0,159904
1836,1836,Location seul,1,20,Commerce informel,0,0,Parents uniquement,0,107346
1837,1837,Location seul,0,0,Aucun,0,0,Parents uniquement,0,50998
1838,1838,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,71209
1839,1839,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,46549
1840,1840,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,73926
1841,1841,Cité universitaire,1,20,Auto-emploi,0,0,Parents uniquement,0,86842
1842,1842,Location seul,0,0,Aucun,0,0,Parents + emploi,0,68909
1843,1843,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,48184
1844,1844,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,84494
1845,1845,Location colocation,0,0,Aucun,0,0,Autonome,0,91367
1846,1846,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,37309
1847,1847,Chez les parents,1,10,Petits boulots,0,0,Parents uniquement,0,175022
1848,1848,Location colocation,1,30,Auto-emploi,0,0,Parents + emploi,0,64583
1849,1849,Location seul,0,0,Aucun,0,0,Bourse uniquement,1,55488
1850,1850,Location seul,0,0,Aucun,0,0,Parents uniquement,0,105357
1851,1851,Chez un proche,1,10,Commerce informel,0,0,Parents uniquement,1,48636
1852,1852,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,49210
1853,1853,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,175713
1854,1854,Location colocation,0,0,Aucun,1,72813,Parents + emploi,0,50875
1855,1855,Location seul,0,0,Aucun,0,0,Bourse + parents,0,78356
1856,1856,Cité universitaire,1,20,Commerce informel,0,0,Parents uniquement,0,63894
1857,1857,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,89822
1858,1858,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,93807
1859,1859,Chez les parents,0,0,Aucun,1,62138,Bourse uniquement,0,68097
1860,1860,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,92039
1861,1861,Location colocation,1,10,Petits boulots,1,64880,Parents + emploi,0,95927
1862,1862,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,51519
1863,1863,Chez un proche,1,20,Auto-emploi,0,0,Parents + emploi,0,102647
1864,1864,Location seul,0,0,Aucun,0,0,Parents + emploi,0,78258
1865,1865,Location seul,0,0,Aucun,0,0,Parents + emploi,0,41280
1866,1866,Location seul,0,0,Aucun,1,41595,Parents uniquement,0,67259
1867,1867,Chez les parents,0,0,Aucun,1,42257,Emploi rémunéré,0,93711
1868,1868,Location seul,0,0,Aucun,0,0,Bourse + parents,1,76122
1869,1869,Location colocation,0,0,Aucun,1,47101,Parents uniquement,0,101919
1870,1870,Location colocation,1,1,Emploi formel,0,0,Parents + emploi,0,62634
1871,1871,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,152497
1872,1872,Chez les parents,1,20,Petits boulots,0,0,Bourse + parents,0,91100
1873,1873,Cité universitaire,1,15,Petits boulots,0,0,Parents + emploi,0,61275
1874,1874,Cité universitaire,1,10,Emploi formel,0,0,Parents uniquement,1,93778
1875,1875,Chez un proche,0,0,Aucun,1,63790,Parents uniquement,0,45651
1876,1876,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,185358
1877,1877,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,125790
1878,1878,Location seul,0,0,Aucun,1,34681,Parents uniquement,0,80079
1879,1879,Cité universitaire,1,20,Petits boulots,1,25437,Bourse uniquement,1,29186
1880,1880,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,49911
1881,1881,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,57225
1882,1882,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,46001
1883,1883,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,146875
1884,1884,Location seul,0,0,Aucun,0,0,Bourse + parents,0,58356
1885,1885,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,82717
1886,1886,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,70856
1887,1887,Cité universitaire,0,0,Aucun,1,67972,Parents + emploi,1,33266
1888,1888,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,45868
1889,1889,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,130594
1890,1890,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,92593
1891,1891,Cité universitaire,0,0,Aucun,1,69422,Parents + emploi,0,71989
1892,1892,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,61019
1893,1893,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,107259
1894,1894,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,31321
1895,1895,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,90726
1896,1896,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,57282
1897,1897,Location seul,1,1,Auto-emploi,0,0,Parents + emploi,1,39151
1898,1898,Chez les parents,0,0,Aucun,1,51141,Emploi rémunéré,0,209240
1899,1899,Cité universitaire,0,0,Aucun,1,26493,Parents uniquement,1,63118
1900,1900,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,1,83581
1901,1901,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,91083
1902,1902,Chez un proche,1,10,Commerce informel,0,0,Bourse + parents,1,40252
1903,1903,Chez les parents,0,0,Aucun,1,44793,Bourse + parents,0,86642
1904,1904,Location seul,0,0,Aucun,0,0,Parents uniquement,1,116147
1905,1905,Chez les parents,0,0,Aucun,1,22000,Parents uniquement,0,88388
1906,1906,Location colocation,1,15,Auto-emploi,1,77254,Bourse + parents,1,42901
1907,1907,Location seul,1,10,Emploi formel,0,0,Parents + emploi,0,46524
1908,1908,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,63879
1909,1909,Location seul,0,0,Aucun,0,0,Parents uniquement,0,104093
1910,1910,Location colocation,1,10,Emploi formel,0,0,Bourse + parents,1,63028
1911,1911,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,79217
1912,1912,Chez les parents,1,30,Petits boulots,0,0,Parents uniquement,0,47128
1913,1913,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,101072
1914,1914,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,81897
1915,1915,Chez les parents,0,0,Aucun,1,24399,Parents + emploi,0,107243
1916,1916,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,1,98335
1917,1917,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,66031
1918,1918,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,45848
1919,1919,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,114326
1920,1920,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,155740
1921,1921,Chez les parents,0,0,Aucun,1,23006,Parents uniquement,0,117032
1922,1922,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,104414
1923,1923,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,89971
1924,1924,Chez un proche,0,0,Aucun,1,71080,Parents + emploi,1,57322
1925,1925,Chez un proche,0,0,Aucun,1,56045,Bourse + parents,1,35115
1926,1926,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,33495
1927,1927,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,92899
1928,1928,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,55859
1929,1929,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,58709
1930,1930,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,94976
1931,1931,Location seul,0,0,Aucun,1,59969,Parents + emploi,0,54827
1932,1932,Location seul,0,0,Aucun,1,30468,Bourse + parents,0,36038
1933,1933,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,83597
1934,1934,Cité universitaire,1,1,Auto-emploi,0,0,Emploi rémunéré,0,42153
1935,1935,Location seul,1,15,Commerce informel,1,29405,Parents uniquement,0,217396
1936,1936,Cité universitaire,0,0,Aucun,1,47251,Parents + emploi,1,95822
1937,1937,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,107566
1938,1938,Location colocation,1,15,Petits boulots,0,0,Bourse + parents,0,63311
1939,1939,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,104249
1940,1940,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,41080
1941,1941,Cité universitaire,0,0,Aucun,1,56558,Parents uniquement,0,39732
1942,1942,Location colocation,1,20,Auto-emploi,0,0,Bourse uniquement,0,25200
1943,1943,Location seul,1,15,Emploi formel,0,0,Bourse + parents,1,74553
1944,1944,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,53168
1945,1945,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,67925
1946,1946,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,33857
1947,1947,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,107909
1948,1948,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,40688
1949,1949,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,105192
1950,1950,Cité universitaire,0,0,Aucun,1,37157,Parents + emploi,1,63006
1951,1951,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,34769
1952,1952,Location colocation,0,0,Aucun,1,65752,Bourse + parents,0,74267
1953,1953,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,30291
1954,1954,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,144538
1955,1955,Location colocation,1,20,Commerce informel,0,0,Parents + emploi,1,22861
1956,1956,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,120375
1957,1957,Chez un proche,0,0,Aucun,1,22207,Emploi rémunéré,0,37160
1958,1958,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,183756
1959,1959,Chez les parents,0,0,Aucun,1,32139,Bourse uniquement,0,109643
1960,1960,Location seul,0,0,Aucun,0,0,Bourse + parents,0,97164
1961,1961,Cité universitaire,0,0,Aucun,1,37709,Autonome,0,50330
1962,1962,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,104986
1963,1963,Location colocation,1,15,Commerce informel,1,47792,Bourse + parents,1,77816
1964,1964,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,55128
1965,1965,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,50093
1966,1966,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,35756
1967,1967,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,103103
1968,1968,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,94070
1969,1969,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,63337
1970,1970,Cité universitaire,0,0,Aucun,1,49013,Autonome,0,101555
1971,1971,Location colocation,1,15,Auto-emploi,0,0,Parents uniquement,1,32443
1972,1972,Chez les parents,1,40,Petits boulots,0,0,Bourse + parents,0,46871
1973,1973,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,53689
1974,1974,Location seul,1,15,Petits boulots,0,0,Parents uniquement,1,183686
1975,1975,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,54406
1976,1976,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,50392
1977,1977,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,91237
1978,1978,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,77904
1979,1979,Chez un proche,1,1,Petits boulots,0,0,Autonome,1,45524
1980,1980,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,75680
1981,1981,Chez un proche,0,0,Aucun,1,43007,Parents uniquement,0,81791
1982,1982,Location seul,0,0,Aucun,0,0,Parents + emploi,0,141940
1983,1983,Location colocation,1,20,Commerce informel,0,0,Bourse + parents,0,38626
1984,1984,Location seul,1,15,Emploi formel,0,0,Parents + emploi,1,51819
1985,1985,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,160559
1986,1986,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,58347
1987,1987,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,28991
1988,1988,Location seul,0,0,Aucun,0,0,Bourse + parents,0,103363
1989,1989,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,1,33767
1990,1990,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,85758
1991,1991,Location colocation,0,0,Aucun,1,56843,Parents uniquement,0,57346
1992,1992,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,33151
1993,1993,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,54158
1994,1994,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,68330
1995,1995,Location seul,0,0,Aucun,0,0,Parents uniquement,0,196468
1996,1996,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,91347
1997,1997,Location seul,0,0,Aucun,1,38669,Parents + emploi,0,200088
1998,1998,Location seul,0,0,Aucun,0,0,Parents + emploi,0,183704
1999,1999,Location colocation,1,5,Auto-emploi,1,61175,Bourse + parents,0,53883
2000,2000,Chez un proche,1,15,Petits boulots,1,57922,Emploi rémunéré,0,36629
